French I-MISC -64.8259528056
first O -71.6665634833
division O -83.0982368646
side O -91.9534092665
Nice I-ORG -99.82586718
, O -104.349504829
the O -111.081747777
club O -120.01488172
said O -125.038157161
on O -129.963466639
Friday O -137.309021464
. O -140.948986406

Baratelli I-ORG -1.74999691956
, O -6.58802182541
who O -16.1205140862
played O -23.8125356783
for O -29.108083462
Nice I-ORG -36.9805413754
and O -42.4629397291
Paris I-ORG -50.6856166743
St I-ORG -57.1480491347
Germain I-ORG -65.8785070182
, O -70.28787564
takes O -83.5069720411
over O -90.4489050762
from O -96.3635936788
Albert I-PER -104.920319337
Emon I-PER -106.304999449
who O -113.036395799
was O -121.694362416
fired O -131.673464915
on O -136.598774393
Thursday O -143.490337069
after O -149.879530831
Nice I-ORG -157.751988744
's O -163.857275327
home O -174.792135774
defeat O -184.245145177
to O -188.662974503
Guingamp I-ORG -196.640792932
2-1 O -206.837753849
in O -214.326160322
the O -217.985463452
league O -226.355128038
. O -229.99509298

Nice I-ORG -7.26382881026
have O -14.7774467071
been O -24.4863554428
unable O -34.4654579413
to O -38.8832872679
win O -46.7733787738
any O -54.7956420528
of O -59.1462936769
their O -65.8439067578
four O -73.6257846791
league O -81.9954492652
matches O -90.0286416147
played O -97.7206632068
this O -104.615740825
season O -112.765343526
and O -117.375956994
are O -124.073570075
lying O -127.137712542
a O -131.677398834
lowly O -134.741541301
18th O -139.664397994
in O -144.079864649
the O -147.739167779
table O -157.885324362
. O -161.525289304

SOCCER O -7.50311420153
- O -15.6573668296
MILAN I-LOC -24.3346810037
'S O -33.8455064744
LENTINI O -39.9340847795
MOVES O -42.9982272465
TO O -52.2464422365
ATALANTA O -55.3105847036
. O -58.9505496457

MILAN I-LOC -7.99212204224
1996-08-30 O -19.6882513565

Former O -9.61332740187
Italian I-MISC -17.4129819773
international O -25.9519181176
winger O -32.3463333664
Gianluigi I-PER -33.9647745402
Lentini I-PER -35.3494546526
, O -39.2731513234
transferred O -45.4497181941
to O -49.8675475206
Milan I-ORG -57.5576838773
in O -62.8449354182
1992 O -75.3708846387
for O -80.6664324224
what O -89.1329468345
was O -94.6784890483
believed O -103.890336394
to O -108.308165721
be O -114.588819314
a O -119.128505605
world O -127.067387275
record O -135.660195413
sum O -138.72433788
, O -142.376190644
has O -148.59767726
been O -155.233646178
loaned O -158.297788645
to O -162.715617971
serie I-MISC -169.871473742
A O -177.384822728
club O -189.648229453
Atalanta O -195.074265105
for O -200.369812889
a O -204.90949918
year O -211.773378427
, O -215.425231191
newspapers O -225.404333689
reported O -233.437526039
on O -238.362835517
Friday O -245.708390342
. O -249.348355284

The O -5.38923463594
Gazzetta I-PER -8.18914260989
dello O -12.4250824764
Sport I-LOC -16.2172593956
said O -21.4654049892
the O -28.1491439568
deal O -36.6327528023
would O -43.3777120039
cost O -52.8307214066
Atalanta O -58.2567570581
around O -66.4441000875
$ O -73.0965077317
600,000 O -84.0311216753
. O -87.6710866174

Lentini I-ORG -1.74999691956
, O -6.58802182541
27 O -18.5940955866
, O -22.2459483506
joined O -32.0819500056
Milan I-ORG -39.7720863622
from O -46.5585598501
Torino I-ORG -49.7980331557
in O -55.0852846966
a O -62.6979108055
$ O -69.3503184497
12 O -77.2499794066
million O -84.1592416594
deal O -92.6428505049
that O -98.5444155596
many O -107.217266405
have O -113.54471216
speculated O -116.608854627
involved O -126.157174209
far O -135.610183612
more O -143.117282865
money O -151.947762655
changing O -162.882376598
hands O -172.861479097
and O -177.472092565
which O -184.217051767
has O -190.438538383
subsequently O -193.50268085
been O -200.138649768
investigated O -203.202792235
by O -209.173163924
magistrates O -212.237306391
for O -217.532854175
alleged O -227.679010758
financial O -236.890858104
irregularities O -247.643150491
. O -251.283115433

The O -5.38923463594
player O -17.5777279021
suffered O -27.2314080003
severe O -30.2955504673
head O -39.1019327051
injuries O -49.0810352036
in O -53.4965018593
a O -58.0361881503
near-fatal O -61.1003306174
car O -70.6999434942
crash O -80.9414102573
the O -84.6007133869
following O -93.2946176412
year O -100.158496888
and O -104.769110357
has O -110.990596973
since O -118.644299701
struggled O -121.708442168
to O -126.126271494
regain O -129.190413961
the O -132.849717091
form O -142.560555603
that O -148.462120657
made O -156.352212163
him O -164.186733818
a O -168.726420109
hero O -171.790562576
in O -176.206029232
Turin I-LOC -179.379028647
. O -183.243863742

The O -5.38923463594
move O -17.7783985976
to O -22.1962279242
Bergamo-based O -25.2603703912
Atalanta I-PER -26.878811565
reunites O -31.1147514315
Lentini I-LOC -34.9069283507
, O -38.7836512673
who O -48.2676395483
fell O -56.9830500079
out O -63.8537785968
with O -69.6644285609
ex-Milan O -72.728571028
coach O -81.8386356795
Fabio I-PER -83.4570768533
Capello I-PER -84.8417569657
last O -92.0157456576
season O -103.277772763
, O -106.929625527
with O -112.740275491
his O -118.996468787
former O -126.84917276
coach O -135.959237412
at O -141.668104682
Torino I-PER -143.286545856
, O -148.110196019
Emiliano I-PER -151.488636538
Mondonico I-PER -152.87331665
. O -156.785125499

CRICKET O -8.47389311868
- O -16.6281457467
SRI I-LOC -25.0823163696
LANKA I-LOC -33.1739704334
BEAT O -44.50512171
AUSTRALIA O -50.5937000151
BY O -61.5283139587
FOUR O -64.5924564257
WICKETS O -67.6565988927
. O -71.2965638348

COLOMBO I-LOC -6.73935907374
1996-08-30 O -18.435488388

Sri I-LOC -5.74083024363
Lanka I-LOC -13.2483535074
beat O -21.5985875962
Australia I-LOC -28.3147223256
by O -34.5099641673
four O -45.3162779266
wickets O -54.2768108442
in O -58.6922774998
the O -62.3515806294
third O -70.222803651
match O -77.9793637642
of O -82.3300153883
the O -85.9893185179
Singer I-MISC -92.6343486643
World I-MISC -98.0739313632
Series I-MISC -105.425758007
one-day O -116.431829851
( O -124.35248471
50 O -132.662430062
overs O -141.651133856
) O -146.241515934
cricket O -155.741045352
tournament O -164.296113161
on O -169.22142264
Friday O -176.566977464
. O -180.206942407

Scores O -9.82096676665
: O -18.568168194
Australia I-LOC -23.7642422788
228-9 O -28.9119691247
in O -36.3518716184
50 O -44.6618169698
overs O -53.6505207644
, O -57.3023735284
Sri I-LOC -63.7283959039
Lanka I-LOC -69.7919017205
232-6 O -76.3350711783
in O -83.774973672
45.5 O -88.3555654614
overs O -97.344269256
. O -100.984234198

CRICKET O -8.47389311868
- O -16.6281457467
AUSTRALIA O -19.6922882138
V O -29.5972827402
SRI I-LOC -38.051453363
LANKA I-LOC -46.1431074269
SCOREBOARD O -58.2280305058
. O -64.892431286

COLOMBO I-LOC -6.73935907374
1996-08-30 O -18.435488388

Scoreboard O -10.3064745824
of O -17.39261007
the O -21.0519131996
third O -28.9231362212
Singer I-MISC -35.5681663676

World I-MISC -4.90935466721
Series I-MISC -12.8719497469
cricket O -23.6667124972
match O -34.7535453922
between O -42.3849423625
Australia I-LOC -47.5810164473
and O -52.4165000684
Sri I-LOC -60.3625830884
Lanka I-LOC -66.426088905
on O -72.9717111479

Friday O -7.18741909285
: O -15.9346205202

Australia I-ORG -1.9900660974

M. I-PER -5.84447286349
Waugh I-PER -14.8577192182
c O -23.9847355269
and O -31.7077733989
b O -39.9477601617
Jayasuriya I-PER -48.0344821903
50 O -57.5162249412

M. I-PER -5.84447286349
Slater I-PER -8.79490347149
run O -17.4999253701
out O -27.4830783626
9 O -34.9091364062

S. I-PER -6.96506405888
Law I-PER -17.7700698828
c O -26.8970861915
Tillekeratne I-PER -30.2755267098
b O -39.6873108722
Dharmasena I-LOC -43.4794877913
13 O -51.4692863069

M. I-PER -5.84447286349
Bevan I-PER -8.79490347149
c O -17.9219197802
Vaas I-PER -21.3003602986
b O -30.7121444609
Chandana I-LOC -34.50432138
56 O -43.9774065227

S. I-PER -6.96506405888
Waugh I-PER -15.9783104135
b O -24.4901410832
Muralitharan I-LOC -28.2823180023
22 O -36.7885601339

R. I-PER -6.72867528081
Ponting I-PER -9.67910588881
not O -16.2108674906
out O -26.194020483
46 O -35.6025781231

D. I-PER -6.58207180662
Lehmann I-PER -9.53250241462
st O -12.8684887884
Kaluwitharana I-PER -23.1852137908
b O -32.5969979531
Chandana I-LOC -36.3891748723
2 O -42.2787410765

I. O -4.42245605747
Healy I-PER -14.1606485154
c O -24.1876183169
Ranatunga I-PER -27.5660588352
b O -36.9778429975
Muralitharan I-LOC -40.7700199167
8 O -48.4955168084

J. I-PER -6.83990091592
Gillespie I-PER -9.79033152392
st O -13.1263178977
Kaluwitharana I-PER -23.4430429001
b O -32.8548270624
Chandana I-LOC -36.6470039816
6 O -43.5781955431

D. I-PER -6.58207180662
Fleming I-PER -9.53250241462
c O -18.6595187233
Chandana I-PER -22.0379592417
b O -31.449743404
Jayasuriya I-PER -41.2964647771
3 O -48.1771294465

G. I-PER -6.53762004405
McGrath I-PER -16.0898628994
not O -22.6216245012
out O -32.6047774937
8 O -40.1054042328

Extras O -9.61332740187
( O -16.9391933428
lb-3 O -21.862050036
nb-2 O -26.7849067292
) O -31.3752888066
5 O -37.9480788229

Total O -9.12781958609
( O -16.453685527
nine O -25.3341757369
wickets O -34.2947086545
, O -37.9465614185
50 O -46.2565067699
overs O -55.2452105645
) O -59.8355926418
228 O -64.7584493351

Fall O -9.67786592301
of O -16.7640014106
wickets O -25.7245343282
: O -31.736251892
1-21 O -36.6591085852
2-52 O -41.5819652785
3-97 O -46.5048219717
4-149 O -51.4276786649
5-157 O -56.3505353581
6-163 O -61.2733920514
7-178 O -66.1962487446

8-198 O -4.7647209613
9-203 O -12.4230615181
. O -16.0630264602

Bowling O -9.61332740187
: O -18.3605288292
Vass O -23.7865644808
7-0-29-0 O -28.709421174
, O -32.361273938
de I-PER -39.2693409702
Silva I-PER -47.5923055667
4-0-25-0 O -52.7870061667
, O -59.5512833343
Dharmasena I-PER -61.1697245081

9-0-49-1 O -4.7647209613
, O -11.1520575888
Muralitharan O -16.5780932404
10-0-41-2 O -21.5009499336
, O -25.1528026976
Jayasuriya I-PER -33.2395247262
10-0-43-2 O -39.3341788189
, O -46.0984559865
Chandana I-PER -47.7168971603

10-0-38-3 O -4.7647209613
. O -11.1401697669

Sri I-LOC -5.74083024363
Lanka I-LOC -13.2483535074

S. I-PER -6.96506405888
Jayasuriya I-PER -16.3837755216
c O -25.5107918304
Healy I-PER -35.8275168327
b O -45.2393009951
Fleming I-LOC -49.0314779142
44 O -59.0278112006

R. I-PER -6.72867528081
Kaluwitharana I-PER -16.6173903728
b O -25.1292210424
S. I-PER -34.3473337561
Waugh I-PER -41.7948296152
8 O -49.5673002611

A. I-PER -6.20737835718
Gurusinha I-PER -9.15780896518
run O -17.8628308638
out O -27.8459838563
16 O -36.3827025271

A.de O -4.42245605747
Silva I-PER -14.1606485154
not O -21.5923636099
out O -31.5755166024
83 O -42.1736583094

A. I-PER -6.20737835718
Ranatunga I-PER -9.15780896518
lbw O -20.0277945789
b O -31.3802057454
Fleming I-LOC -34.5532051605
0 O -40.4709422417

H. O -4.42245605747
Tillekeratne I-PER -7.22236403142
lbw O -18.9923031379
b O -30.3447143044
Fleming I-LOC -33.5177137195
1 O -39.0296330211

R. I-PER -6.72867528081
Mahanama I-PER -9.67910588881
b O -18.1909365584
McGrath I-PER -28.1711893242
50 O -37.6529320751

U. O -4.42245605747
Chandana I-PER -7.22236403142
not O -14.6540791259
out O -24.6372321184
14 O -32.5563111611

Extras O -9.61332740187
( O -16.9391933428
lb-3 O -21.862050036
nb-6 O -26.7849067292
w-7 O -31.7077634225
) O -36.2981454998
16 O -44.8348641706

Total O -9.12781958609
( O -16.453685527
six O -24.2355634482
wickets O -33.1960963658
, O -36.8479491298
45.5 O -41.4285409192
overs O -50.4172447138
) O -55.0076267911
232 O -59.9304834844

Fall O -9.67786592301
of O -16.7640014106
wickets O -25.7245343282
: O -31.736251892
1-22 O -36.6591085852
2-78 O -41.5819652785
3-78 O -46.5048219717
4-78 O -51.4276786649
5-81 O -56.3505353581
6-196 O -61.2733920514
. O -64.9133569935

Did O -10.1886915468
not O -19.1840931053
bat O -29.0200947602
: O -35.031812324
Dharmasena I-PER -36.6502534978
, O -41.4739036613
Vaas I-PER -44.8523441797
, O -49.6759943431
Muralitharan I-LOC -53.4681712623
. O -57.333006357

Bowling O -9.61332740187
: O -18.3605288292
S. I-PER -25.8186421984
Waugh I-PER -33.2661380574
5-1-36-1 O -38.4608386574
, O -45.2251158251
Law I-MISC -53.4795838839
2-0-23-0 O -58.6600047384
, O -65.6421302842
McGrath I-PER -73.8623837054
9.5-0-44-1 O -79.6147728943
, O -86.3790500619

Fleming I-MISC -2.55797941005
8-1-26-3 B-MISC -6.74870283873
, O -10.2424198708
Gillespie O -19.9469545112
6-0-27-0 O -24.8698112044
, O -28.5216639684
M. I-PER -34.8591861422
Waugh I-PER -42.3066820013
5-0-29-0 O -47.5013826013
, O -54.2656597689
Lehmann I-PER -55.8841009427

6-0-26-0 O -4.7647209613
, O -11.1520575888
Bevan O -16.5780932404
4-0-18-0 O -21.5009499336
. O -25.1409148757

Man I-ORG -1.74999691956
of O -7.2868206855
the O -14.0190636329
Match O -24.7713560197
: O -30.7830735835
Aravinda I-PER -32.4015147573
de I-PER -39.0758207282
Silva I-PER -50.0467606827

Next I-MISC -2.55797941005
Series I-MISC -10.5205744898
match O -19.572367935
: O -28.9143582805
India I-LOC -34.7152869388
v O -42.9955725777
Zimbabwe I-LOC -51.7460284135
, O -55.6227513301
September O -66.596119174
1 O -71.883168323
. O -75.5231332651

CRICKET O -8.47389311868
- O -16.6281457467
AUSTRALIA O -19.6922882138
228-9 O -24.615144907
IN O -33.2879957521
50 O -41.5979411036
OVERS O -44.6620835706
V O -54.567078097
SRI I-LOC -63.0212487199
LANKA I-LOC -71.1129027837
. O -76.3731804904

COLOMBO I-LOC -6.73935907374
1996-08-30 O -18.435488388

Australia I-LOC -4.5108819529
scored O -14.7153563904
228 O -22.6626489217
for O -27.9581967053
nine O -36.8386869152
wickets O -45.7992198328
in O -50.2146864885
their O -56.9122995694
50 O -65.2222449209
overs O -74.2109487154
against O -81.2911687664
Sri I-LOC -87.717191142
Lanka I-LOC -93.7806969585
in O -99.8164763788
the O -106.500215346
third O -114.371438368
day-night O -117.435580835
limited O -127.414683334
overs O -136.403387128
match O -144.159947241
of O -148.510598865
the O -152.169901995
Singer I-MISC -158.814932142
World I-MISC -164.25451484
Series I-MISC -171.606341484
tournament O -181.456642626
on O -189.712224886
Friday O -197.057779711
. O -200.697744653

CRICKET O -8.47389311868
- O -16.6281457467
AUSTRALIA O -19.6922882138
WIN O -29.4031267257
TOSS O -32.4672691928
AND O -42.0155887753
CHOOSE O -45.0797312423
TO O -54.3279462323
BAT O -57.3920886994
. O -61.0320536415

COLOMBO I-LOC -6.73935907374
1996-08-30 O -18.435488388

Australia I-LOC -4.5108819529
won O -13.3104856437
the O -19.9942246113
toss O -23.0583670784
and O -27.6689805468

elected O -10.3064745824
to O -17.4597877725
bat O -27.2957894275
against O -34.3760094785
Sri I-LOC -40.802031854
Lanka I-LOC -46.8655376706
in O -52.9013170908
the O -59.5850560585
third O -67.45627908
day-night O -70.5204215471
limited O -80.4995240456

overs O -8.83056806262
cricket O -21.0655813445
match O -28.8221414577
in O -33.2376081134
the O -36.896911243
Singer I-MISC -43.5419413894
world O -51.7383872207
series O -64.1787246541
tournament O -72.7337924635
on O -77.6591019419

Friday O -7.18741909285
. O -13.5628678985

Teams I-ORG -1.74999691956
: O -8.94788662523

Australia I-LOC -4.5108819529
- O -11.278952753
Ian I-PER -21.1114081553
Healy I-PER -29.4343727518
( O -34.2965987359
captain O -46.5857791656
) O -51.176161243
, O -54.828014007
Michael I-PER -60.986844392
Bevan I-PER -62.3715245044
, O -66.2952211752
Damien I-LOC -70.0873980943

Flemming I-PER -1.12539186353
, O -6.8458868271
Jason I-PER -16.1329924123
Gillespie I-PER -17.5176725247
, O -21.4413691955
Stuart I-PER -24.8198097138
Law I-PER -34.0590650421
, O -37.9827617129
Glenn I-PER -41.3612022313
McGrath I-PER -49.3476945911
, O -53.2713912619
Ricky I-LOC -57.063568181

Ponting I-PER -1.12539186353
, O -6.8458868271
Michael I-PER -14.7647165567
Slater I-PER -16.1493966691
, O -20.0730933399
Darren I-PER -29.919814713
Lehmann I-PER -31.3044948254
, O -35.2281914962
Mark I-PER -43.0939114005
Waugh I-PER -50.5414072595
, O -54.4651039303
Steve I-PER -63.2557726292

Waugh I-PER -7.18820761019
. O -12.8968147519

Sri I-LOC -5.74083024363
Lanka I-LOC -13.2483535074
- O -20.2874350365
Arjuna I-PER -24.6632104958
Ranatunga I-PER -26.0478906082
( O -30.9101165924
captain O -43.1992970221
) O -47.7896790995
, O -51.4415318634
Sanath I-PER -53.0599730372
Jayasuriya I-PER -60.9129340044
, O -64.8366306752

Romesh I-PER -1.12539186353
Kaluwitharana I-PER -11.0141069555
, O -14.9378036263
Asanka I-PER -18.3162441447
Gurusinha I-PER -19.7009242571
, O -23.6246209279
Aravinda I-PER -27.0030614462
de I-PER -33.6773674171
Silva I-PER -44.6483073716
, O -48.5720040424

Hashan I-PER -1.12539186353
Tillekeratne I-PER -4.07582247153
, O -7.99951914231
Roshan I-PER -11.3779596607
Mahanama I-PER -12.7626397731
, O -16.6863364439
Kumara I-PER -20.0647769622
Dharmasena I-PER -21.4494570746
, O -25.3731537454

Chaminda I-PER -1.12539186353
Vaas I-PER -4.07582247153
, O -7.99951914231
Muthiah I-PER -11.3779596607
Muralitharan I-PER -12.7626397731
, O -16.6863364439
Upul I-PER -20.0647769622
Chandana I-PER -21.4494570746
. O -25.3612659235

ROMANIA I-LOC -3.24285151228
COMELF B-LOC -4.25218106269
H1 O -14.4408726095
PROFIT O -21.7841154352
RISE O -24.8482579022
BELOW O -27.9124003692
TARGET O -30.9765428363
. O -34.6165077784

BUCHAREST I-LOC -7.58665693413
1996-08-30 O -19.2827862484

Romanian I-MISC -7.17111776568
listed O -20.1209619069
state O -31.1510994583
engineer O -34.2152419253
Comelf O -39.6412775769
said O -44.6645530178
it O -50.8932468723
almost O -60.7982413988
doubled O -63.8623838658
six-month O -66.9265263328
output O -76.6373648448
, O -80.2892176088
with O -86.099867573
net O -94.6736275155
profit O -103.043292102
rising O -113.0223946
by O -118.992766289
33 O -128.897760816
percent O -135.728079866
to O -140.145909193
1.069 O -144.726500982
billion O -152.759693332
lei O -162.905849915
. O -166.545814857

But O -7.34249100719
the O -13.7372780003
company O -21.4371427699
complained O -32.1894351567
inflation O -42.5362624354
and O -47.1468759038
the O -50.8061790334
artificially O -53.8703215004
high O -62.8034554438
rate O -71.304456032
of O -75.6551076561
the O -79.3144107857
leu O -82.3785532527
cut O -91.3672570472
profit O -99.7369216334
margins O -110.201531948
on O -115.126841426
exports O -124.338688772
, O -127.990541536
keeping O -138.45515185
profits O -147.954681269
well O -156.250237883
below O -166.396394466
its O -173.21686122
forecast O -182.393617246
of O -186.74426887
1.4 O -191.324860659
billion O -199.358053009
lei O -209.504209592
. O -213.144174534

Comelf I-ORG -1.74999691956
's O -8.16967075891
six-month O -14.3067530438
output O -24.0175915558
rose O -33.0651358503
to O -37.4829651769
4,378 O -42.0635569663
tonnes O -50.2008895751
of O -54.5515411991
equipment O -65.1496829061
from O -71.0643715087
2,684 O -75.6449632981
tonnes O -83.7822959069
in O -88.1977625625
the O -91.8570656921
equivalent O -102.609358079
period O -111.598061873
in O -116.013528529
1995 O -124.414445659
, O -128.066298423
the O -131.725601552
company O -139.425466322
report O -147.980534131
to O -152.398363458
the O -156.057666588
Bucharest I-LOC -164.51183721
stock O -173.815023316
exchange O -186.493139252
showed O -195.635993727
. O -199.275958669

Comelf I-ORG -1.74999691956
, O -6.58802182541
based O -18.9861376744
in O -23.4016043301
the O -27.0609074597
central O -35.754811714
Transylvanian I-ORG -38.1134377367
town O -47.4517370341
of I-ORG -53.8632364243
Bistrita I-ORG -62.1974710616
, O -66.6068396834
manufactures O -72.7439219682
water O -82.515385102
purification O -85.5795275691
equipment O -96.177669276
, O -99.82952204
machinery O -102.893664507
for O -108.189212291
the O -111.84851542
thermal O -114.912657887
power O -123.695509628
sector O -133.195039046
and O -137.805652514
other O -145.466902448
equipment O -156.065044155
. O -159.705009097

" O -4.69975382062
In O -14.8376259837
the O -18.4969291133
first O -25.0799756297
six O -32.8618535509
months O -41.3805537162
of O -45.7312053403
1996 O -53.4794666507
we O -60.929768306
concentrated O -63.993910773
on O -68.9192202514
increasing O -79.6715126382
the O -83.3308157677
volume O -92.7838251704
of O -97.1344767945
our O -105.473836031
output O -115.184674543
and O -119.795288012
exports O -129.007135357
in O -133.422602013
particular O -136.48674448
and O -141.097357948
improving O -144.161500416
the O -147.820803545
quality O -158.418945252
of O -162.769596876
our O -171.108956113
products O -180.657275695
, O -184.309128459
" O -189.167018012
the O -192.826321141
report O -201.381388951
said O -206.404664392
. O -210.044629334

From O -10.7764782117
January O -23.0602816577
to O -27.4781109843
June O -35.567815544
Comelf O -40.9938511956
exported O -44.0579936626
59 O -53.0756849941
percent O -59.9060040446
of O -64.2566556687
its O -71.0771224228
output O -80.7879609347
, O -84.4398136987
up O -91.2344725688
from O -97.1491611714
37.3 O -101.729752961
percent O -108.560072011
in O -112.975538667
the O -116.634841797
same O -125.051759268
period O -134.040463062
last O -140.942607847
year O -147.806487094
. O -151.446452036

The O -5.38923463594
company O -15.824583269
said O -20.84785871
higher O -29.6077209321
than O -37.1819594886
anticipated O -40.2461019556
inflation O -50.5929292343
and O -55.2035427027
rising O -65.1826452013
raw O -68.2467876683
materials O -78.7113979827
and O -83.3220114511
wage O -93.9201531581
costs O -103.468472741
also O -110.646548582
hit O -119.340452836
profits O -128.839982254
. O -132.479947196

Year-on-year O -2.90600673511
inflation O -15.9883178773
, O -19.6401706413
initially O -30.1047809557
estimated O -39.2476354301
at O -44.9565026999
20 O -52.89538437
percent O -59.7257034205
in O -64.1411700762
December O -73.740782953
, O -77.392635717
was O -82.9381779308
33.8 O -87.5187697202
percent O -94.3490887707
in O -98.7645554264
June O -106.854259986
, O -110.50611275
higher O -119.265974972
than O -126.840213529
a O -131.37989982
revised O -141.359002318
end-year O -144.423144785
forecast O -153.599900811
of O -157.950552436
30 O -166.040256995
percent O -172.870576046
. O -176.510540988

The O -5.38923463594
12 O -16.0243794564
month O -24.0797949427
figure O -33.9157965976
quickened O -36.9799390646
to O -41.3977683912
40.3 O -45.9783601806
percent O -52.8086792311
in O -57.2241458868
July O -65.1730778927
. O -68.8130428348

The O -5.38923463594
leu O -11.1888609665
currency O -20.737180549
has O -26.9586671651
slipped O -37.4232774794
only O -45.1390155982
gradually O -48.2031580652
this O -55.0982356831
year O -61.9621149301
, O -65.6139676941
and O -70.2245811625
is O -76.2333917475
currently O -86.0693934024
quoted O -94.7216249604
at O -100.43049223
an O -106.746033083
official O -114.598737057
rate O -123.099737645
of O -127.450389269
3,162 O -132.030981058
to O -136.448810385
the O -140.108113514
dollar O -148.681873457
, O -152.333726221
well O -160.629282835
below O -170.775439418
the O -174.434742548
3,550 O -179.015334337
retail O -189.949948281
price O -198.523708223
that O -204.425273278
exporters O -207.489415745
say O -215.939123039
is O -221.947933624
more O -229.455032877
realistic O -232.519175344
. O -236.159140286

-- O -6.51098539326
Luli I-PER -9.31089336721
Popescu I-PER -10.6955734796
, O -14.6192701504
Bucharest I-ORG -24.8687227626
Newsroom I-ORG -31.0339036996
40-1 O -36.7142762506
3120264 O -44.7100727617

POLISH I-LOC -3.24285151228
NBP B-LOC -4.25218106269
REFRAINS O -7.1581877978
FROM O -22.1895805433
REVERSE O -25.2537230103
REPO O -28.3178654773
OPERATION O -31.3820079444
. O -35.0219728865

WARSAW I-LOC -7.4325062543
1996-08-30 O -19.1286355685

The O -5.38923463594
National I-ORG -13.497850707
Bank I-ORG -20.1503267703
of O -25.2584942522
Poland I-LOC -34.4850292519

refrained O -2.90600673511
from O -11.5561792012
staging O -14.6203216683
a O -19.1600079593
reverse O -22.2241504264
repo O -25.2882928934
operation O -34.9991314054
on O -39.9244408837
Friday O -47.2699957085
, O -50.9218484725
the O -54.5811516021

bank O -8.34286485628
said O -16.1016241608
. O -19.7415891029

-- O -6.51098539326
Warsaw I-ORG -16.2935778979
Newsroom I-ORG -22.4587588348
+48 O -27.796866482
22 O -39.1511782789
653 O -44.0740349721
9700 O -48.9968916653

Canada I-LOC -5.76749849072
government O -14.1078927974
cash O -26.0654625788
balances O -29.1296050459
fall O -38.538162686
in O -42.9536293416
week O -50.5072486109
. O -54.147213553

OTTAWA O -2.90600673511
1996-08-30 O -15.9883178773

The O -5.38923463594
government O -15.1158107706
of O -19.4664623947
Canada I-LOC -25.9191530173
's O -31.3775248674
cash O -43.3350946489
balances O -46.3992371159
fell O -55.1146475755
in O -59.5301142311
the O -63.1894173607
week O -70.74303663
that O -76.6446016846
ended O -85.1813203554
August O -93.150661233
28 O -101.844565487
, O -105.496418251
the O -109.155721381
Bank I-LOC -115.753594013
of O -120.32911579
Canada I-LOC -128.301867057
said O -133.550012651
on O -141.499757967
Friday O -148.845312792
. O -152.485277734

Wk I-ORG -1.74999691956
to O -7.35399838799
Aug O -19.4446295372
28 O -28.1385337916
Chg O -38.8908261784
on O -43.8161356567
wk O -46.8802781238
Chg O -57.6325705106
on O -62.5578799889
yr O -72.5369824875

Notes I-ORG -1.74999691956
in O -7.35163571707
circulation O -13.4887180019
27.35 O -18.0693097913
+0.435 O -22.6499015807
+0.237 O -27.2304933701

Government O -10.0833310311
cash O -21.751948838
balances O -24.8160913051
3.54 O -29.3966830945
- O -34.815451859
0.629 O -39.3960436484
+0.089 O -43.9766354378

Govt I-LOC -2.48780728321
securities B-LOC -3.49713683362
outstanding O -13.6858283804
463.73 O -22.5455205285
+1.660 O -27.1261123179
+10.436 O -31.7067041072

Treasury I-ORG -7.16851863046
bills O -11.4188332393
152.80 O -19.0723648466
+0.300 O -23.652956636
- O -29.0717254005
11.900 O -33.6523171899

Canada I-LOC -5.76749849072
savings B-LOC -6.77682804112
bonds O -15.6662366038
30.12 O -24.5259287518
- O -29.9446975164
0.004 O -34.5252893058
+0.578 O -39.1058810951

All I-ORG -7.6205037542
figures O -17.9834319221
in O -25.4718383956
billions O -35.7133051586
of O -40.0639567827
dollars O -50.4107840614
. O -54.0507490035

Chartered I-ORG -1.74999691956
bank O -11.4371696496
assets O -24.6562660507
July O -32.6051980566
June O -40.6949026164

Net O -9.20786229377
foreign O -20.2107318943
currency O -29.7590514768
- O -35.1778202413
12.63 O -39.7584120307
- O -45.1771807952
12.08 O -49.7577725846

Canadian I-MISC -5.78482340456
dollar O -16.3738135447
639.55 O -24.2846781158
639.38 O -28.8652699052

Total O -9.12781958609
Canadian I-MISC -17.4870899495
liquid O -20.8087965778
assets O -34.2852259428
107.83 O -38.8658177322
107.24 O -43.4464095216

July O -7.79079627398
96 O -19.6045960907
June O -27.6943006505
96 O -36.7726166038
July O -44.7215486097
95 I-MISC -51.1842571993

M1 O -4.7647209613
63.02 O -12.0807966142
62.83 O -16.6613884036
57.50 O -21.241980193

M2 O -4.7647209613
389.79 O -12.0807966142
391.32 O -16.6613884036
381.65 O -21.241980193

M3 O -4.7647209613
482.13 O -12.0807966142
480.72 O -16.6613884036
461.42 O -21.241980193

Note O -10.0833310311
- O -18.2375836592
Figures O -23.6636193107
are O -30.3612323917
unadjusted O -33.4253748587
, O -37.0772276227
in O -41.4926942784
billions O -51.7341610414
of O -56.0848126655
dollars O -66.4316399442
. O -70.0716048863

-- O -6.51098539326
Reuters I-ORG -14.1213546228
Ottawa I-ORG -16.7186138181
Bureau I-ORG -25.6032223813
